# Data source: https://houseofgraphs.org/graphs/51392 (Great Rhombicosidodecahedral Line Graph)
180
1.003127572016461 -0.34096809554029894 1 2 3 4
1.2000000000000002 -0.00006923210061726692 0 4 174 179
0.9720493827160492 0.01280793861420404 0 3 173 179
0.8959341563786007 -0.32698321121560037 0 2 176 178
0.9708641975308643 -0.7416834939133445 0 1 175 177
-0.2642304526748974 -0.06570126348583605 7 8 10 11
-0.19259259259259276 -0.32255235677609173 12 13 14 15
-0.1426831275720164 0.0046385507413604365 5 9 11 30
-0.3801152263374483 0.014331044827785022 5 9 10 29
-0.24671604938271585 0.09104021231177506 7 8 29 30
-0.37879835390946504 -0.0788553626031272 5 8 12 19
-0.1524279835390946 -0.08882478509202096 5 7 13 20
-0.3012345679012348 -0.21607338602665438 6 10 15 19
-0.1708641975308639 -0.20347314371430225 6 11 14 20
-0.1047572016460907 -0.3524606242427737 6 13 22 28
-0.25119341563786 -0.37544568164772407 6 12 21 27
0.03377777777777746 -0.5334333352564475 18 23 25 47
-0.15690534979423887 -0.6106963595453764 18 24 26 46
-0.04299588477366301 -0.5877113021404257 16 17 46 47
-0.4300246913580248 -0.13479489990192128 10 12 21 44
-0.07288888888888889 -0.1155483759303062 11 13 22 45
-0.3942057613168727 -0.31189061328102485 15 19 27 44
-0.012576131687242587 -0.2511048289390181 14 20 28 45
0.1567736625514402 -0.48857093405642416 16 25 41 48
-0.28872427983539095 -0.6364507009750189 17 26 40 49
0.008757201646090174 -0.4496624935094906 16 23 28 42
-0.25382716049382725 -0.5258178041885424 17 24 27 43
-0.31137448559670766 -0.4320775399526915 15 21 26 43
-0.02205761316872401 -0.37198407661685806 14 22 25 42
-0.3590452674897119 0.10737898805746282 8 9 32 37
-0.132411522633745 0.09436335314140665 7 9 31 36
-0.14939917695473237 0.2162118502278889 30 33 35 36
-0.29083127572016476 0.23075059135752596 29 33 34 37
-0.18640329218107 0.3323833150637513 31 32 34 35
-0.2464526748971192 0.3802919286909363 32 33 38 88
-0.1035720164609053 0.3631223677378411 31 33 39 89
-0.051818930041152234 0.12150233658339582 30 31 39 64
-0.42396707818930035 0.14822592742168084 29 32 38 63
-0.39288888888888873 0.32255235677609173 34 37 63 88
-0.002699588477366399 0.25692032539087284 35 36 64 89
-0.5144362139917695 -0.5709571337910342 24 43 49 65
0.2638353909465021 -0.3633992961403103 23 42 48 66
0.11529218106995853 -0.33224485086251665 25 28 41 66
-0.4420082304526751 -0.47140137310332886 26 27 40 65
-0.48809876543209885 -0.19613454104886685 19 21 70 72
0.02337448559670796 -0.13977961114636805 20 22 69 71
-0.04497119341563782 -0.7162060808861711 17 18 50 52
0.1276707818930043 -0.641712340621935 16 18 50 51
0.2888559670781894 -0.44827785149714416 23 41 54 60
-0.4047407407407406 -0.6815900305775111 24 40 53 59
0.16836213991769555 -0.7865458951133673 46 47 51 52
0.24921810699588454 -0.7250677897651875 47 50 54 55
0.04786831275720127 -0.8272543702763513 46 50 53 56
-0.19838683127572043 -0.7904228927479374 49 52 56 59
0.2889876543209877 -0.5846650897132641 48 51 55 60
0.3439012345679009 -0.7181445797034565 51 54 57 62
0.01626337448559667 -0.9018865747418223 52 53 58 61
0.4472757201646087 -0.6988980557318407 55 62 156 157
-0.01837037037037026 -0.9939652685628567 56 61 155 158
-0.4466172839506174 -0.7499913459874232 49 53 61 116
0.39420576131687257 -0.432216004153926 48 54 62 115
-0.26278189300411514 -0.9423181215023373 56 58 59 116
0.47585185185185175 -0.5357872266774364 55 57 60 115
-0.4811193415637858 0.2033346795130675 37 38 76 87
0.029958847736625493 0.14047193215254106 36 39 75 86
-0.5684279835390945 -0.4716783015057986 40 43 72 82
0.24065843621399186 -0.28502855824150464 41 42 71 83
0.2165596707818931 0.07567068597473048 74 75 85 91
-0.6603456790123458 0.14753360641550817 73 76 84 90
0.08079012345679004 -0.07802457739571933 45 71 74 80
-0.5594732510288067 -0.11056366468585921 44 72 73 81
0.138469135802469 -0.2044423931229451 45 66 69 83
-0.5441975308641975 -0.3224138925748572 44 65 70 82
-0.6084609053497942 0.008515548375930382 68 70 76 81
0.12806584362139906 -0.006992442162349288 67 69 75 80
0.07012345679012322 0.0608550164426237 64 67 74 86
-0.5568395061728393 0.1310563664685861 63 68 73 87
0.14465843621399177 0.7829458258812672 78 79 117 118
-0.052082304526749 0.7238216119540759 77 92 96 118
0.12477366255144018 0.6425431258293429 77 92 95 117
0.2260411522633743 -0.08356314544510468 69 74 83 97
-0.6610041152263375 -0.1372872555241449 70 73 82 98
-0.6373004115226335 -0.3970460970403278 65 72 81 98
0.28846090534979396 -0.21801188484393919 66 71 80 97
-0.6488888888888891 0.38929210177118767 68 87 90 99
0.28134979423868334 0.20887324756245307 67 86 91 100
0.13715226337448527 0.19904228927479384 64 75 85 100
-0.5289218106995887 0.3237985345872034 63 76 84 99
-0.30110288065843616 0.43692378699590373 34 38 102 103
-0.018897119341563684 0.37987653608723215 35 39 101 104
-0.7263209876543211 0.2696590319044596 68 84 94 105
0.3273086419753084 0.13465643570068642 67 85 93 106
-0.046419753086419546 0.5904805861651184 78 79 95 96
0.41000823045267487 0.1361795419142674 91 106 107 140
-0.8090205761316875 0.2465355102982748 90 105 108 139
0.049448559670781655 0.5398026885132406 79 92 104 114
-0.16164609053497947 0.6208042462355046 78 92 103 113
0.3341563786008228 -0.1469797496105696 80 83 106 110
-0.7135473251028807 -0.28945941268101305 81 82 105 109
-0.5715884773662552 0.46004730860208853 84 87 102 112
0.23394238683127577 0.279074597588415 85 86 101 111
0.11134156378600846 0.34096809554029894 89 100 104 111
-0.4198847736625515 0.47666301275024514 88 99 103 112
-0.24579423868312755 0.5320486932441009 88 96 102 113
0.010600823045267216 0.45852420238850744 89 95 101 114
-0.7722798353909464 -0.018208042462354967 90 94 98 109
0.3379753086419752 -0.00477701494259497 91 93 97 110
0.49270781893004134 0.0024231235216061187 93 110 125 140
-0.9360987654320985 -0.017792649858651144 94 109 126 139
-0.7950617283950618 -0.2855824150464432 98 105 108 126
0.4147489711934158 -0.14074886055501068 97 106 107 125
0.2622551440329217 0.3568914786822823 100 101 114 124
-0.5336625514403294 0.5536491086367046 99 102 113 123
-0.30110288065843616 0.6386661281947729 96 103 112 123
0.16928395061728385 0.4810938671897538 95 104 111 124
0.5025843621399173 -0.38153810650204845 60 62 122 130
-0.49204938271604937 -0.8363930075578381 59 61 121 129
0.228148148148148 0.7312986788207467 77 79 120 127
0.06459259259259253 0.8383315063751225 77 78 119 128
-0.026139917695473525 0.904240466162811 118 128 131 154
0.3225679012345677 0.7231292909479028 117 127 132 153
-0.5764609053497942 -0.9162868516702245 116 129 134 160
0.6221563786008231 -0.3070443662378124 115 130 133 159
-0.45017283950617293 0.6587434373737957 112 113 128 138
0.29069958847736643 0.4399699994230657 111 114 127 137
0.49626337448559665 -0.13908729014019494 107 110 130 136
-0.8917201646090537 -0.29264408930940977 108 109 129 135
0.2843786008230449 0.5845266255120292 117 120 124 137
-0.20655144032921802 0.7882074655281834 118 119 123 138
-0.7479176954732509 -0.6183118906132807 116 121 126 135
0.5160164609053499 -0.24944325852420257 115 122 125 136
-0.30320987654320986 0.936779553452951 119 138 141 154
0.4613662551440325 0.5172330237119945 120 137 142 153
0.7473909465020574 -0.10253274101425047 122 136 143 159
-0.9708641975308642 -0.7416834939133445 121 135 144 160
-0.9904855967078189 -0.354814515663763 126 129 134 144
0.6213662551440327 -0.08328621704263539 125 130 133 143
0.38709465020576106 0.4233542952749092 124 127 132 142
-0.4858600823045268 0.7293601800034616 123 128 131 141
-0.8985679012345678 0.25345872036000705 94 108 146 147
0.4945514403292177 0.1446258581895804 93 107 145 148
-0.5322139917695471 0.8201926960133851 131 138 146 150
0.4884938271604935 0.3703225062020423 132 137 145 149
0.7425185185185184 0.01336179541914273 133 136 148 152
-1.2000000000000002 -0.00006923210061726692 134 135 147 151
0.511934156378601 0.2483355449143252 140 142 148 149
-0.786238683127572 0.5784342006577048 139 141 147 150
-1.0048395061728392 0.3143829689032479 139 144 146 151
0.6216296296296298 0.09920960018461888 140 143 145 152
0.6158353909465023 0.30815207984768955 142 145 152 164
-0.6354567901234569 0.882224658166503 141 146 151 165
-0.9708641975308642 0.7415450297121099 144 147 150 165
0.7537119341563789 0.12302544279697658 143 148 149 164
0.4350288065843624 0.6785438181503491 120 132 162 167
-0.05734979423868325 0.9961806957826114 119 131 163 166
0.31506172839506164 -0.9722263889690184 58 158 161 175
0.5411687242798352 -0.7128829400565396 57 157 161 176
0.6484938271604936 -0.4851093290255586 57 156 159 178
0.008362139917695632 -1.111105982807362 58 155 160 177
0.7479176954732507 -0.2379507298217276 122 133 157 178
-0.37076543209876556 -1.2000000000000002 121 134 158 177
0.5921316872427979 -0.7847458604973174 155 156 175 176
0.4920493827160488 0.7285293947960537 153 167 168 169
0.2758189300411522 0.9844112386776668 154 166 168 170
0.7477860082304525 0.25692032539087284 149 152 167 172
-0.37076543209876556 1.2000000000000002 150 151 166 171
-0.05748148148148147 1.1104136618011884 154 163 165 171
0.6157037037037036 0.49701725033173705 153 162 164 172
0.5696131687242795 0.7893151791380605 162 163 169 170
0.7519999999999998 0.5951883690070963 162 168 172 173
0.614255144032922 0.9007788611319447 163 168 171 174
0.3707654320987652 1.2000000000000002 165 166 170 174
0.8023045267489711 0.31632146772053316 164 167 169 173
0.8853991769547324 0.3593838343045056 2 169 172 179
0.9708641975308643 0.7415450297121099 1 170 171 179
0.6345349794238682 -0.8898401892344082 4 155 161 177
0.7758353909465021 -0.5812034846823978 3 156 161 178
0.3707654320987652 -1.2000000000000002 4 158 160 175
0.8154732510288065 -0.2704898171118675 3 157 159 176
0.9968065843621403 0.36533779495759533 1 2 173 174
